gearbox	title	refcode	description	model	year	run	phone	wheel_drive	price
Automatic	MASERATI GRAN TURISMO	TA1190489	Offered for sale is a 4.2L 2008 Maserati Gran Turismo V8 automatic. Coming with an extensive hist...		2008 	0		RHD	Auction
Automatic	MERCEDES-BENZ 450 SL	TA1190488	Offered for sale is a 4.5L 1978 Mercedes-Benz 450SL (R107) automatic that has been with the curre...	SL	1978 	0		RHD	Auction
Automatic	DAIMLER 4 LITRE	TA1190487	Offered for sale is a 4.2L 1973 Daimler 4.2 Sovereign automatic that has been with the current ow...		1973 	0		RHD	Auction
Automatic	MERCEDES-BENZ 280 SE	TA1190486	Offered for sale is a 2.8L 1979 Mercedes 280SE automatic that has been with the current owner for...	SE	1979 	0		RHD	Auction
Automatic	ASTON MARTIN DB9	TA1190485	Offered for sale is a 5.9L 2005 Aston Martin DB9 automatic. Coming with an extensive history file...		2005 	0		RHD	Auction
Automatic	ASTON MARTIN V8	TA1190484	Offered for sale is a 5.3L 1973 Aston Martin V8 Auto automatic. Coming with a partial history fil...		1973 	0		RHD	Auction
Manual	ALFA ROMEO 2600 SPRINT	TA1190132	Offered for sale is a 2.6L 1964 Alfa Romeo 2600 Sprint manual that has been with the current owne...	SPRINT	1964 	0		RHD	Auction
Manual	FORD ESCORT COSWORTH	TA1190125	Offered for sale is a 2.0L 1995 Ford Escort Cosworth manual. Coming with a history file, this lot...	COSWORTH	1995 	0		RHD	Auction
Manual	JAGUAR XK120	TA1188813	Offered for sale is a 3.4L 1951 Jaguar XK120 Roadster manual that has been with the current owner...		1951 	0		LHD	Auction
N/A	VOLKSWAGEN GOLF	TA1190677	1983 VW Golf 1.8 GTi MKI Lot Number: Estimate: 10,000 - 12,000 V5 Present Chassis number: 17DW325...		1983 	0		RHD	Auction
N/A	VOLKSWAGEN BEETLE	TA1190676	1968 VW Beetle 1500 Karmann Cabriolet Lot Number: Estimate: 13,000 - 15,000 V5 Present MoT Exempt...		1968 	0		RHD	Auction
N/A	VAUXHALL CARLTON	TA1190675	1993 Vauxhall Carlton 2.0 Diplomat Auto Lot Number: Estimate: No Reserve V5 Present MoT Feb 2021 ...		1993 	0		RHD	Auction
N/A	VAUXHALL ASTRA	TA1190674	1983 Vauxhall Astra 1.3S MKI 35,000 miles from new Lot Number: Estimate: 3,000 - 4,000 V5 Present...		1983 	0		RHD	Auction
N/A	TRIUMPH TR7	TA1190673	1980 Triumph TR7 Convertible Lot Number: Estimate: 2,250 - 2,750 V5 Present MoT Jun 2020 Chassis ...		1980 	0		RHD	Auction
N/A	TRIUMPH STAG	TA1190672	1976 Triumph Stag 3.0 Lot Number: Estimate: 12,000 - 15,000 V5 Present MoT Oct 2020 Chassis numbe...		1976 	0		RHD	Auction
N/A	TRIUMPH STAG	TA1190671	1974 Triumph Stag 3.0 Lot Number: Estimate: No Reserve V5 Present MoT Sep 2020 Chassis number: LD...		1974 	0		RHD	Auction
Manual	PORSCHE 996	DIY1186877	Lovely original and very well maintained, 3 previous owners, owned since 2013, bills for all repa...		2002 	80,000		RHD	16,955
Manual	PORSCHE CAYMAN 987 S	DIY1186857	Car has a full service (OPC and independent) history, next service due May 2020 (Minor), everythi...	987 S	2006 	69,300		RHD	14,250
N/A	TOYOTA CORONA	TA1190668	1967 Toyota Corona 1500 Lot Number: Estimate: 4,750 - 5,750 V5 Present MoT Exempt Chassis number:...		1967 	0		RHD	Auction
N/A	SINGER VOGUE	TA1190667	1962 Singer Vogue Series I Lot Number: Estimate: 5,750 - 6,750 V5 Present MoT Feb 2021 Chassis nu...		1962 	0		RHD	Auction
N/A	SINGER GAZELLE	TA1190666	1961 Singer Gazelle IIIB Convertible Lot Number: Estimate: 5,250 - 6,250 V5 Present MoT Exempt Ch...		1961 	0		RHD	Auction
N/A	ROVER MINI	TA1190665	2000 Rover Mini Seven 1.3 Mpi Lot Number: Estimate: 2,500 - 3,500 V5 Present MoT May 2020 Chassis...		2000 	0		RHD	Auction
N/A	ROVER MINI	TA1190664	1996 Rover Mini Equinox Lot Number: Estimate: 5,000 - 6,000 V5 Present MoT Mar 2021 Chassis numbe...		1996 	0		RHD	Auction
Automatic	RENAULT 5	TA1190663	1989 Renault 5 1.4 Auto Lot Number: Estimate: No Reserve V5 Present MoT Mar 2021 Chassis number: ...		1989 	0		RHD	Auction
N/A	PORSCHE 924	TA1190662	1986 Porsche 924 S Lot Number: Estimate: 2,000 - 2,500 V5 Present MoT Jun 2020 Chassis number: WP...		1986 	0		RHD	Auction
N/A	NISSAN CUBE	TA1190661	2003 Nissan Cube 1.4 Auto Lot Number: Estimate: 1,750 - 2,250 V5 Present MoT Jan 2021 Chassis num...		2003 	0		RHD	Auction
N/A	MORRIS MINI TRAVELLER	TA1190660	1967 Morris Mini Traveller 1275 Downton Cooper 'S' Specification Lot Number: Estimate: 36,000 - 4...		1967 	0		RHD	Auction
N/A	MINI COOPER	TA1190659	2005 Mini Cooper 4,674 miles from new Lot Number: Estimate: 5,000 - 6,000 V5 Present MoT Dec 2020...		2005 	0		RHD	Auction
N/A	MG MIDGET	TA1190658	1973 MG Midget RWA MK III Lot Number: Estimate: 5,500 - 6,500 V5 Present MoT Jan 2021 Chassis num...		1973 	0		RHD	Auction
N/A	MAZDA MX-5	TA1190657	1996 Mazda MX-5All proceeds to UK Homes 4 Heroes Lot Number: Estimate: No Reserve V5 Present MoT ...		1996 	0		RHD	Auction
N/A	LAND ROVER 110	TA1190656	2015 Land Rover 110 TD Double Cab 5,103 miles from new Lot Number: Estimate: 35,000 - 40,000 V5 P...		2015 	0		RHD	Auction
N/A	LAND ROVER DEFENDER	TA1190655	2000 Land Rover Defender 90 TD5 Lot Number: Estimate: 6,000 - 8,000 V5 Present MoT Sep 2020 Chass...		2000 	0		RHD	Auction
N/A	JAGUAR XJS	TA1190654	1995 Jaguar XJS 4.0 Celebration Convertible Auto Lot Number: Estimate: 16,000 - 20,000 V5 Present...		1995 	0		RHD	Auction
N/A	JAGUAR XJS	TA1190653	1995 Jaguar XJS 4.0 Celebration Auto Lot Number: Estimate: 7,000 - 9,000 V5 Present MoT Jan 2021 ...		1995 	0		RHD	Auction
N/A	JAGUAR SS	TA1190652	1939 Jaguar SS 1.5 Saloon Lot Number: Estimate: Tbc V5 Present Chassis number: S3549 Library phot...		1939 	0		RHD	Auction
N/A	FORD ESCORT	TA1190651	1989 Ford Escort XR3i Lot Number: Estimate: 5,000 - 6,000 V5 Present MoT Jan 2021 Chassis number:...		1989 	0		RHD	Auction
Automatic	LAND ROVER RANGE ROVER VOGUE G4 CHALLENGE ORIGINAL	DIY1158298	1 OF 30 vehicles prepared for 2003 stage 3 of G4 Challenge Australia, original vehicle in perfect...	G4 CHALLENGE ORIGINAL	2003 	78,650		RHD	16,950
Manual	PORSCHE 928 GT Manual	DIY1150358	Rare, desirable, 1 of only 225 RHD UK cars, immaculate condition, faultless to drive, much money ...	GT Manual	1989 	137,000		RHD	33,950
N/A	FIAT 124	TA1190648	1968 Fiat 124 Spider (AS Series 1) LHD Lot Number: Estimate: 12,000 - 15,000 V5 Present MoT Exemp...		1968 	0		RHD	Auction
N/A	CITROEN 2CV	TA1190647	1988 Citroen 2CV 6 Dolly Lot Number: Estimate: 2,750 - 3,750 V5 Present MoT Feb 2021 Chassis numb...		1988 	0		RHD	Auction
N/A	BUICK SERIES 40	TA1190646	1939 Buick Series 40 Special Convertible Lot Number: Estimate: 20,000 - 25,000 V5 Present MoT Exe...		1939 	0		RHD	Auction
N/A	BMW Z3	TA1190645	1998 BMW Z3 1.9 Individual Lot Number: Estimate: 2,500 - 3,500 V5 Present MoT Jun 2020 Chassis nu...		1998 	0		RHD	Auction
N/A	BMW E30	TA1190644	1985 BMW E30 323i Lot Number: Estimate: 5,000 - 7,000 V5 Present Chassis number: WBAAA72070799631...		1985 	0		RHD	Auction
N/A	BMW E21	TA1190643	1979 BMW E21 323i Lot Number: Estimate: 7,500 - 9,500 V5 Present Chassis number: WBA3072000652200...		1979 	0		RHD	Auction
N/A	BMW E36	TA1190642	1992 BMW E36 316i Lot Number: Estimate: No Reserve V5 Present MoT Nov 2020 Chassis number: WBACA1...		1992 	0		RHD	Auction
N/A	AUSTIN ALLEGRO	TA1190641	1982 Austin Allegro 1.3 HL Lot Number: Estimate: 2,500 - 3,500 V5 Present Chassis number: SAAAMHL...		1982 	0		RHD	Auction
N/A	AUSTIN A40	TA1190640	1952 Austin A40 Sports Lot Number: Estimate: 13,000 - 15,000 V5 Present MoT Exempt Chassis number...		1952 	0		RHD	Auction
N/A	AUDI 80	TA1190639	1994 Audi 80 2.6E Cabriolet Auto Lot Number: Estimate: 2,000 - 2,500 V5 Present MoT Mar 2021 Chas...		1994 	0		RHD	Auction
N/A	ALFA ROMEO SPIDER	TA1190638	1985 Alfa Romeo 2.0 Spider S3 Graduate LHD Lot Number: Estimate: 7,000 - 9,000 V5 Present MoT Jul...		1985 	0		RHD	Auction
N/A	VOLKSWAGEN GOLF	TA1189201	2001 VW Golf 1.8 GTi Turbo 1 owner from new Lot Number: Estimate: 4,000 - 5,000 V5 Present Chassi...		2001 	0		RHD	Auction
Automatic	PORSCHE 924	TA1189191	1986 Porsche 924 S Auto Lot Number: Estimate: 2,500 - 3,500 V5 Present MoT Feb 2021 Chassis numbe...		1986 	0		RHD	Auction
N/A	MASERATI INDY	TA1189184	1970 Maserati Indy America 4.7 V8 Project Lot Number: Estimate: Tbc LIBRARY PHOTO:Details and ima...		1970 	0		RHD	Auction
Automatic	MASERATI 3200 GT	TA1189235	2002 Maserati 3200 GT auto 22,544 miles from new Lot Number: Estimate: 15,000 - 18,000 V5 Present...		2002 	0		RHD	Auction
Automatic	JAGUAR XJ SC	TA1189234	1985 Jaguar XJ-SC 5.3 V12 Auto Lot Number: Estimate: 0 V5 Present MoT Oct 2020 Chassis number: SA...	SC	1985 	0		RHD	Auction
Automatic	FORD CAPRI	TA1189180	1983 Ford Capri 3.5 V8 Auto Lot Number: Estimate: 4,000 - 6,000 V5 Present MoT Apr 2020 Chassis n...		1983 	0		RHD	Auction
N/A	FIAT 500	TA1189179	1971 Fiat 500L LHD Lot Number: Estimate: 12,000 - 15,000 V5 Present MoT Exempt Chassis number: 50...		1971 	0		RHD	Auction
Automatic	ROLLS-ROYCE SILVER SPIRIT	DIY1186878	Original, beautiful example, private plate being sold with vehicle, 4 previous owners, 3 keys, fu...		1986 	71,000		RHD	9,850
Manual	BENTLEY MARK VI Special by Mallalieu	TA1181216	"1949 Bentley MK VI Oxford by Mallalieu
Number 007"	Special by Mallalieu	1949 	21,062		RHD	130,000
N/A	CHRYSLER PT CRUISER	TA1189050	2007 Chrysler PT Cruiser; The vendor has kindly supplied the following information:; Low miles 48...		2007 	48,000		RHD	Auction
N/A	PEUGEOT 206 LX	TA1189032	2001 Peugeot 206 LX; More information to follow; On-site now for viewing.; We are open 7 days a w...	LX	2001 	12,600		RHD	Auction
N/A	NSU PRINZ	TA1188585	1971 NSU Prinz 4L; The vendor has kindly supplied the following:; On-site now for viewing; We are...		1971 	43,000		RHD	Auction
N/A	VAUXHALL VECTRA	TA1188583	1997 Vauxhall Vectra Supertourer 24V; The vendor has kindly supplied the following:; On-site now ...		1997 	0		RHD	Auction
N/A	MG B	TA1188582	1972 MG B Roadster; The vendor has kindly supplied the following information:; The car was purcha...		1972 	0		RHD	Auction
N/A	FORD SIERRA SAPPHIRE	TA1188581	1993 Ford Sierra Sapphire Cosworth; More information to follow.; On-site now for viewing.; We are...		1993 	96,638		RHD	Auction
N/A	FORD MODEL T	TA1188580	1917 Ford Model T; More information to follow.; On-site now for viewing.; We are open 7 days a we...		1917 	0		RHD	Auction
N/A	FORD CORTINA	TA1187875	1982 Ford Cortina Carousel Auto; Those of you who have been searching for the most exceptional MK...		1982 	71,000		RHD	Auction
N/A	VOLKSWAGEN BEETLE	TA1187871	1973 Volkswagen 1303 Beetle; The vendor has kindly supplied the following:; On-site now for viewi...		1973 	53,138		RHD	Auction
N/A	FORD SIERRA	TA1187866	1993 Ford Sierra Sapphire Cosworth; The vendor has kindly supplied the following:; On-site now fo...		1993 	33,000		RHD	Auction
N/A	AUDI A4	TA1184019	1996 Audi A4 2.6 Cabriolet; Pristine in graphite with contrasting leather upholstery. Power mohai...		1996 	53,000		RHD	Auction
Automatic	MERCEDES-BENZ C-CLASS C40	TA1183978	1999 Mercedes C240 Elegance Auto; The vendor has supplied the following information.; Here we hav...	C40	1999 	53,800		RHD	Auction
N/A	VAUXHALL OMEGA	TA1181305	**REMAINS AVAILABLE - LOT 68 FEBRUARY - PLEASE TELEPHONE 01751 474455**; 2001 Vauxhall Omega Limo...		2001 	49,471		RHD	Auction
N/A	ALFA ROMEO 156 T Spark Veloce	TA1171830	2001 Alfa Romeo 156 T Spark Veloce; More information to follow.; **Proceeds to charity over 900**...	T Spark Veloce	2001 	66,516		RHD	Auction
N/A	MERCEDES-BENZ 300	TA1168423	1982 Mercedes 300D; More information to follow.; On-site now for viewing.; We are open 7 days a w...		1982 	95,000		RHD	Auction
N/A	VAUXHALL VX1800	TA1167719	1977 Vauxhall Victor FE 1800 Estate; A substantial history file accompanies this rare estate car ...		1977 	0		RHD	Auction
Automatic	CADILLAC DE VILLE	DIY1183604	Sharp looking car, totally rust free car, had a repaint in the last 7 years and is looking very n...		1959 	53,500		LHD	29,995
Manual	JAGUAR E-TYPE Series 2 2+2	TA1164658	1970 Jaguar E-Type Series 2 2+2 - *** NEW PRICE ***	Series 2 2+2	1970 	70,393		RHD	43,000
Manual	MAZDA MX-5	DIY1181246	Mark 1, excellent example, MoT Oct 2020, in perfect running order, lady owner, garaged, non smoke...		1997 	59,900		RHD	5,300
Automatic	ROLLS-ROYCE SILVER SPIRIT III	DIY1177538	A stunning car in excellent condition, drives perfect, been in the family for over 20 years, main...	III	1988 	53,000		RHD	9,999
Manual	MG BGT	DIY1176927	Unique Maroon MGB GT with useful modern features such as electronic ignition, radiator fan and oi...		1977 	91,595		RHD	2,850
Automatic	CHEVROLET CHEVELLE Genuine SS 350ci	DIY1180545	Fully Restored in 2016, sand blasted frame, complete engine rebuild, coach painted Black metallic...	Genuine SS 350ci	1970 	59,652		LHD	39,998
Manual	MINI COUNTRYMAN	TA1190635	"1964 Austin Mini Countryman.
Early smooth roof woody, in excellent condition. Last owner for 13 y..."		1964 	373		RHD	11,995
Manual	VOLKSWAGEN BEETLE Call look	DIY1176567	Ex show car, front page VW magazine, rebuilt from the ground up in 2001 at great expense, drives ...	Call look	1970 	1,234		RHD	6,995
Manual	TRIUMPH DOLOMITE	DIY1190461	Drives & starts well, bodywork needs some TLC but nothing major, rust proofed & undersealed, carb...		1977 	68,726		RHD	2,500
Manual	LAND ROVER 110	TA1190634	Land Rover Defender 110 4c #59		1990 	175,268		RHD	3,995
Manual	MG MIDGET	TA1139260	MG Midget 1500			0		RHD	4,950
Manual	LAND ROVER 90	TA1190631	Land Rover 90 200TDi Pick Up #55		1984 	115,376		RHD	12,345
Manual	FIAT 850 spider	DIY1133435	Rust free, engine runs great, it drive fine through all the gears, hard top and convertible hood ...	spider	1973 	0		LHD	6,750
Manual	VOLVO PV544	DIY1118871	Superb iconic model with vast number of improvements. Re-trimmed throughout. Wide chrome wheels a...		1959 	26,000		LHD	10,950
Manual	AC COBRA Replica	TA1190629	Cobra by Pilgrim Motorsports	Replica	2013 	1,241		RHD	29,995
Manual	MG F	DIY1187659	Ready to use and enjoy, MoT'd April 2020 but will be supplied with a full twelve months, very pre...		1997 	56,000		RHD	1,575
Manual	LAND ROVER DEFENDER	TA1190627	Land Rover Defender 130 HiCap #45		1997 	134,499		RHD	17,850
Manual	LAND ROVER DEFENDER	TA1190624	Land Rover Defender 90 Hard Top TD5 #38			120,000		RHD	11,950
N/A	MORGAN PLUS 4 4 seater	TA1190623	Morgan Plus 4 4 Seater	4 seater	1994 	59,100		RHD	24,995
N/A	MORGAN 3 WHEEER	TA1178217	"BLACK LEATHER
EURO 3 SPECIFICATION, ELASTICATED SIDE POCKETS, BLACK PVC TONNEAU"			0		RHD	33,995
Manual	MORGAN PLUS 8 35TH ANNIVERSARY	TA1166198	Morgan Plus 8 35th Anniversary S3154	35TH ANNIVERSARY	2003 	30,000		RHD	42,995
N/A	MORGAN AERO 8 Series 5	TA1174611	Morgan Aero 8 Series 5	Series 5	2017 	1,642		RHD	87,995
Automatic	JAGUAR XJS V12	DIY1186265	Great condition, MoT, service history back to when I acquired it in 2011, always been garaged, us...	V12	1989 	75,000		RHD	8,000
Manual	JAGUAR XJS	DIY1167304	Rare, in excellent condition, has had extensive restoration, will only go up in value, kept in th...		1984 	65,000		RHD	19,000
Manual	LAND ROVER SERIES III	TA1190618	Land Rover Series 3 88 - 4 CYL #25		1975 	17,045		RHD	3,850
Manual	MORRIS MINOR TRAVELLER	DIY1190466	Nice condition, e/ignition, good brakes with servo, excellent tyres, wood just been varnished, st...		1967 	80,571		RHD	5,500
Manual	LAND ROVER 110	TA1190617	Land Rover Defender 110 TD5 County Double Cab LWB #14a			215,000		RHD	8,995
Manual	LAND ROVER DEFENDER	TA1190612	Land Rover Defender 110 V8 #9			102,812		RHD	12,850
Manual	AUDI TT Quattro 3.2 manual	DIY1190457	Audi TT 3.2 manual rare car, 1 owner, full main dealer history, 4 new Michelin Pilot sport tyres,...	Quattro 3.2 manual	2005 	130,000		RHD	3,595
Manual	ROVER 12 Sport tourer	DIY1190456	Bodywork is in cream, wine red hood, interior & carpets, took great pride when showing it, a love...	Sport tourer	1947 	18,000		RHD	23,332
Manual	FIAT 500 Abarth 695 replica	TA1190615	This Fiat 500 was built in 1973. The car is fully rebuilt as an Abarth 695. For example, the 500 ...	Abarth 695 replica	1973 	6,938		LHD	24,950
Manual	MG B Roadster	DIYCCW1190616	A beautiful low mileage car, bare metal respray, heritage cert overdrive V8 front suspension disc...	Roadster	1977 	42,840		RHD	10,900
Automatic	JAGUAR XJ6 4.2 LWB 1977 Automatic	TA1190614	This is a good-looking Jaguar XJ6 Series 2 Long Wheel Base built in 1977. The beautiful blue meta...	4.2 LWB 1977 Automatic	1977 	6,938		LHD	12,950
Manual	ROLLS-ROYCE SILVER GHOST Open Tourer	TA1123444	A very appealing example, very nicely re-bodied in the 1990s to a high standard, being substantia...	Open Tourer	1920 	0		RHD	155,000
Automatic	MERCEDES-BENZ 500 SEC	DIY1186269	In the family since new, full service history, Mercedes-Benz Club valuation £10,300, paint work n...	SEC	1984 	88,606		RHD	10,699
Manual	VOLVO 240	DIY1190447	Fantastic runner, needs a bit of welding to get back on the road. Perfect Summer project. Super l...		1983 	96,000		RHD	1,495
